surah_no,surah_name_en,surah_name_ar,surah_name_roman,ayah_no_surah,ayah_no_quran,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words
11,Hud,هود,Hud,57,1530,فإن تولوا فقد أبلغتكم ما أرسلت بهۦ إليكم  ويستخلف ربى قوما غيركم ولا تضرونهۥ شيـا  إن ربى على كل شىء حفيظ,"But if you turn away, I have already delivered to you what I have been sent with. My Lord will replace you with others. You are not harming Him in the least. Indeed, my Lord is a ˹vigilant˺ Keeper over all things.”",187,12,3,91,123,6236,Meccan,False,nan,23,"[فإن,تولوا,فقد,أبلغتكم,ما,أرسلت,بهۦ,إليكم,,ويستخلف,ربى,قوما,غيركم,ولا,تضرونهۥ,شيـا,,إن,ربى,على,كل,شىء,حفيظ]"
11,Hud,هود,Hud,58,1531,ولما جاء أمرنا نجينا هودا وٱلذين ءامنوا معهۥ برحمة منا ونجينهم من عذاب غليظ,"When Our command came, We rescued Hûd and those who believed with him by a mercy from Us, saving them from a harsh torment.",187,12,3,91,123,6236,Meccan,False,nan,14,"[ولما,جاء,أمرنا,نجينا,هودا,وٱلذين,ءامنوا,معهۥ,برحمة,منا,ونجينهم,من,عذاب,غليظ]"
11,Hud,هود,Hud,59,1532,وتلك عاد  جحدوا بـايت ربهم وعصوا رسلهۥ وٱتبعوا أمر كل جبار عنيد,"That was ’ad. They denied the signs of their Lord, disobeyed His messengers, and followed the command of every stubborn tyrant.",187,12,3,91,123,6236,Meccan,False,nan,13,"[وتلك,عاد,,جحدوا,بـايت,ربهم,وعصوا,رسلهۥ,وٱتبعوا,أمر,كل,جبار,عنيد]"
11,Hud,هود,Hud,60,1533,وأتبعوا فى هذه ٱلدنيا لعنة ويوم ٱلقيمة  ألا إن عادا كفروا ربهم  ألا بعدا لعاد قوم هود,"They were followed by a curse in this world, as they will be on the Day of Judgment. Surely ’ad denied their Lord. So away with ’ad, the people of Hûd.",187,12,3,91,123,6236,Meccan,False,nan,19,"[وأتبعوا,فى,هذه,ٱلدنيا,لعنة,ويوم,ٱلقيمة,,ألا,إن,عادا,كفروا,ربهم,,ألا,بعدا,لعاد,قوم,هود]"
11,Hud,هود,Hud,61,1534,۞ وإلى ثمود أخاهم صلحا  قال يقوم ٱعبدوا ٱلله ما لكم من إله غيرهۥ  هو أنشأكم من ٱلأرض وٱستعمركم فيها فٱستغفروه ثم توبوا إليه  إن ربى قريب مجيب,"And to the people of Thamûd We sent their brother salih. He said, “O my people! Worship Allah. You have no god other than Him. He ˹is the One Who˺ produced you from the earth and settled you on it. So seek His forgiveness and turn to Him in repentance. Surely my Lord is Ever Near, All-Responsive ˹to prayers˺.”",188,12,3,92,123,6236,Meccan,False,nan,31,"[۞,وإلى,ثمود,أخاهم,صلحا,,قال,يقوم,ٱعبدوا,ٱلله,ما,لكم,من,إله,غيرهۥ,,هو,أنشأكم,من,ٱلأرض,وٱستعمركم,فيها,فٱستغفروه,ثم,توبوا,إليه,,إن,ربى,قريب,مجيب]"
11,Hud,هود,Hud,62,1535,قالوا يصلح قد كنت فينا مرجوا قبل هذا  أتنهىنا أن نعبد ما يعبد ءاباؤنا وإننا لفى شك مما تدعونا إليه مريب,"They argued, “O salih! We truly had high hopes in you before this. How dare you forbid us to worship what our forefathers had worshipped? We are certainly in alarming doubt about what you are inviting us to.”",188,12,3,92,123,6236,Meccan,False,nan,22,"[قالوا,يصلح,قد,كنت,فينا,مرجوا,قبل,هذا,,أتنهىنا,أن,نعبد,ما,يعبد,ءاباؤنا,وإننا,لفى,شك,مما,تدعونا,إليه,مريب]"
11,Hud,هود,Hud,63,1536,قال يقوم أرءيتم إن كنت على بينة من ربى وءاتىنى منه رحمة فمن ينصرنى من ٱلله إن عصيتهۥ  فما تزيدوننى غير تخسير,"He responded, “O my people! Consider if I stand on a clear proof from my Lord and He has blessed me with a mercy from Him. Who could help me against Allah if I were to disobey Him? You would only contribute to my doom.",188,12,3,92,123,6236,Meccan,False,nan,23,"[قال,يقوم,أرءيتم,إن,كنت,على,بينة,من,ربى,وءاتىنى,منه,رحمة,فمن,ينصرنى,من,ٱلله,إن,عصيتهۥ,,فما,تزيدوننى,غير,تخسير]"
11,Hud,هود,Hud,64,1537,ويقوم هذهۦ ناقة ٱلله لكم ءاية فذروها تأكل فى أرض ٱلله ولا تمسوها بسوء فيأخذكم عذاب قريب,"And O  my people! This she-camel of Allah is a sign for you. So leave her to graze ˹freely˺ on Allah’s earth and do her no harm, or a swift punishment will overtake you!”",188,12,3,92,123,6236,Meccan,False,nan,17,"[ويقوم,هذهۦ,ناقة,ٱلله,لكم,ءاية,فذروها,تأكل,فى,أرض,ٱلله,ولا,تمسوها,بسوء,فيأخذكم,عذاب,قريب]"
11,Hud,هود,Hud,65,1538,فعقروها فقال تمتعوا فى داركم ثلثة أيام  ذلك وعد غير مكذوب,"But they killed her, so he warned ˹them˺, “You have ˹only˺ three ˹more˺ days to enjoy life in your homes—this is an unfailing promise!”",188,12,3,92,123,6236,Meccan,False,nan,12,"[فعقروها,فقال,تمتعوا,فى,داركم,ثلثة,أيام,,ذلك,وعد,غير,مكذوب]"
11,Hud,هود,Hud,66,1539,فلما جاء أمرنا نجينا صلحا وٱلذين ءامنوا معهۥ برحمة منا ومن خزى يومئذ  إن ربك هو ٱلقوى ٱلعزيز,"When Our command came, We saved salih and those who believed with him by a mercy from Us and spared them the disgrace of that Day. Surely your Lord ˹alone˺ is the All-Powerful, Almighty.",188,12,3,92,123,6236,Meccan,False,nan,19,"[فلما,جاء,أمرنا,نجينا,صلحا,وٱلذين,ءامنوا,معهۥ,برحمة,منا,ومن,خزى,يومئذ,,إن,ربك,هو,ٱلقوى,ٱلعزيز]"
11,Hud,هود,Hud,67,1540,وأخذ ٱلذين ظلموا ٱلصيحة فأصبحوا فى ديرهم جثمين,"And the ˹mighty˺ blast overtook the wrongdoers, so they fell lifeless in their homes,",188,12,3,92,123,6236,Meccan,False,nan,8,"[وأخذ,ٱلذين,ظلموا,ٱلصيحة,فأصبحوا,فى,ديرهم,جثمين]"
11,Hud,هود,Hud,68,1541,كأن لم يغنوا فيها  ألا إن ثمودا كفروا ربهم  ألا بعدا لثمود,"as if they had never lived there. Surely Thamûd denied their Lord, so away with Thamûd!",188,12,3,92,123,6236,Meccan,False,nan,14,"[كأن,لم,يغنوا,فيها,,ألا,إن,ثمودا,كفروا,ربهم,,ألا,بعدا,لثمود]"
11,Hud,هود,Hud,69,1542,ولقد جاءت رسلنا إبرهيم بٱلبشرى قالوا سلما  قال سلم  فما لبث أن جاء بعجل حنيذ,"And surely Our messenger-angels came to Abraham with good news ˹of a son˺. They greeted ˹him with˺, “Peace!” And he replied, “Peace ˹be upon you˺!” Then it was not long before he brought ˹them˺ a ˹fat,˺ roasted calf.",189,12,3,92,123,6236,Meccan,False,nan,17,"[ولقد,جاءت,رسلنا,إبرهيم,بٱلبشرى,قالوا,سلما,,قال,سلم,,فما,لبث,أن,جاء,بعجل,حنيذ]"
11,Hud,هود,Hud,70,1543,فلما رءا أيديهم لا تصل إليه نكرهم وأوجس منهم خيفة  قالوا لا تخف إنا أرسلنا إلى قوم لوط,"And when he saw that their hands did not reach for the food, he became suspicious and fearful of them. They reassured ˹him˺, “Do not be afraid! We are ˹angels˺ sent ˹only˺ against the people of Lot.”",189,12,3,92,123,6236,Meccan,False,nan,19,"[فلما,رءا,أيديهم,لا,تصل,إليه,نكرهم,وأوجس,منهم,خيفة,,قالوا,لا,تخف,إنا,أرسلنا,إلى,قوم,لوط]"
11,Hud,هود,Hud,71,1544,وٱمرأتهۥ قائمة فضحكت فبشرنها بإسحق ومن وراء إسحق يعقوب,"And his wife was standing by, so she laughed, then We gave her good news of ˹the birth of˺ Isaac, and, after him, Jacob.",189,12,3,92,123,6236,Meccan,False,nan,9,"[وٱمرأتهۥ,قائمة,فضحكت,فبشرنها,بإسحق,ومن,وراء,إسحق,يعقوب]"
11,Hud,هود,Hud,72,1545,قالت يويلتى ءألد وأنا عجوز وهذا بعلى شيخا  إن هذا لشىء عجيب,"She wondered, “Oh, my! How can I have a child in this old age, and my husband here is an old man? This is truly an astonishing thing!”",189,12,3,92,123,6236,Meccan,False,nan,13,"[قالت,يويلتى,ءألد,وأنا,عجوز,وهذا,بعلى,شيخا,,إن,هذا,لشىء,عجيب]"
11,Hud,هود,Hud,73,1546,قالوا أتعجبين من أمر ٱلله  رحمت ٱلله وبركتهۥ عليكم أهل ٱلبيت  إنهۥ حميد مجيد,"They responded, “Are you astonished by Allah’s decree? May Allah’s mercy and blessings be upon you, O  people of this house. Indeed, He is Praiseworthy, All-Glorious.”",189,12,3,92,123,6236,Meccan,False,nan,16,"[قالوا,أتعجبين,من,أمر,ٱلله,,رحمت,ٱلله,وبركتهۥ,عليكم,أهل,ٱلبيت,,إنهۥ,حميد,مجيد]"
11,Hud,هود,Hud,74,1547,فلما ذهب عن إبرهيم ٱلروع وجاءته ٱلبشرى يجدلنا فى قوم لوط,"Then after the fear had left Abraham, and the good news had reached him, he began to plead with Us for the people of Lot.",189,12,3,92,123,6236,Meccan,False,nan,11,"[فلما,ذهب,عن,إبرهيم,ٱلروع,وجاءته,ٱلبشرى,يجدلنا,فى,قوم,لوط]"
11,Hud,هود,Hud,75,1548,إن إبرهيم لحليم أوه منيب,"Truly, Abraham was forbearing, tender-hearted, and ever turning ˹to his Lord˺.",189,12,3,92,123,6236,Meccan,False,nan,5,"[إن,إبرهيم,لحليم,أوه,منيب]"
11,Hud,هود,Hud,76,1549,يإبرهيم أعرض عن هذا  إنهۥ قد جاء أمر ربك  وإنهم ءاتيهم عذاب غير مردود,"˹The angels said,˺ “O Abraham! Plead no more! Your Lord’s decree has already come, and they will certainly be afflicted with a punishment that cannot be averted!”",189,12,3,92,123,6236,Meccan,False,nan,16,"[يإبرهيم,أعرض,عن,هذا,,إنهۥ,قد,جاء,أمر,ربك,,وإنهم,ءاتيهم,عذاب,غير,مردود]"
11,Hud,هود,Hud,77,1550,ولما جاءت رسلنا لوطا سىء بهم وضاق بهم ذرعا وقال هذا يوم عصيب,"When Our messenger-angels came to Lot, he was distressed and worried by their arrival. He said, “This is a terrible day.”",189,12,3,92,123,6236,Meccan,False,nan,13,"[ولما,جاءت,رسلنا,لوطا,سىء,بهم,وضاق,بهم,ذرعا,وقال,هذا,يوم,عصيب]"
11,Hud,هود,Hud,78,1551,وجاءهۥ قومهۥ يهرعون إليه ومن قبل كانوا يعملون ٱلسيـات  قال يقوم هؤلاء بناتى هن أطهر لكم  فٱتقوا ٱلله ولا تخزون فى ضيفى  أليس منكم رجل رشيد,"And ˹the men of˺ his people—who were used to shameful deeds—came to him rushing. He pleaded, “O my people! Here are my daughters ˹for marriage˺—they are pure for you. So fear Allah, and do not humiliate me by disrespecting my guests. Is there not ˹even˺ a single right-minded man among you?”",189,12,3,92,123,6236,Meccan,False,nan,29,"[وجاءهۥ,قومهۥ,يهرعون,إليه,ومن,قبل,كانوا,يعملون,ٱلسيـات,,قال,يقوم,هؤلاء,بناتى,هن,أطهر,لكم,,فٱتقوا,ٱلله,ولا,تخزون,فى,ضيفى,,أليس,منكم,رجل,رشيد]"
11,Hud,هود,Hud,79,1552,قالوا لقد علمت ما لنا فى بناتك من حق وإنك لتعلم ما نريد,"They argued, “You certainly know that we have no need for your daughters. You already know what we desire!”",189,12,3,92,123,6236,Meccan,False,nan,13,"[قالوا,لقد,علمت,ما,لنا,فى,بناتك,من,حق,وإنك,لتعلم,ما,نريد]"
11,Hud,هود,Hud,80,1553,قال لو أن لى بكم قوة أو ءاوى إلى ركن شديد,"He responded, “If only I had the strength ˹to resist you˺ or could rely on a strong supporter.”",189,12,3,92,123,6236,Meccan,False,nan,11,"[قال,لو,أن,لى,بكم,قوة,أو,ءاوى,إلى,ركن,شديد]"
11,Hud,هود,Hud,81,1554,قالوا يلوط إنا رسل ربك لن يصلوا إليك  فأسر بأهلك بقطع من ٱليل ولا يلتفت منكم أحد إلا ٱمرأتك  إنهۥ مصيبها ما أصابهم  إن موعدهم ٱلصبح  أليس ٱلصبح بقريب,"The angels said, “O Lot! We are the messengers of your Lord. They will never reach you. So travel with your family in the dark of night, and do not let any of you look back, except your wife. She will certainly suffer the fate of the others. Their appointed time is the morning. Is the morning not near?”",189,12,3,92,123,6236,Meccan,False,nan,33,"[قالوا,يلوط,إنا,رسل,ربك,لن,يصلوا,إليك,,فأسر,بأهلك,بقطع,من,ٱليل,ولا,يلتفت,منكم,أحد,إلا,ٱمرأتك,,إنهۥ,مصيبها,ما,أصابهم,,إن,موعدهم,ٱلصبح,,أليس,ٱلصبح,بقريب]"
11,Hud,هود,Hud,82,1555,فلما جاء أمرنا جعلنا عليها سافلها وأمطرنا عليها حجارة من سجيل منضود,"When Our command came, We turned the cities upside down and rained down on them clustered stones of baked clay,",189,12,3,92,123,6236,Meccan,False,nan,12,"[فلما,جاء,أمرنا,جعلنا,عليها,سافلها,وأمطرنا,عليها,حجارة,من,سجيل,منضود]"
11,Hud,هود,Hud,83,1556,مسومة عند ربك  وما هى من ٱلظلمين ببعيد,marked by your Lord ˹O Prophet˺. And these stones are not far from the ˹pagan˺ wrongdoers!,189,12,3,92,123,6236,Meccan,False,nan,9,"[مسومة,عند,ربك,,وما,هى,من,ٱلظلمين,ببعيد]"
11,Hud,هود,Hud,84,1557,۞ وإلى مدين أخاهم شعيبا  قال يقوم ٱعبدوا ٱلله ما لكم من إله غيرهۥ  ولا تنقصوا ٱلمكيال وٱلميزان  إنى أرىكم بخير وإنى أخاف عليكم عذاب يوم محيط,"And to the people of Midian We sent their brother Shu’aib. He said, “O my people! Worship Allah. You have no god other than Him. And do not give short measure and weight. I do see you in prosperity now, but I truly fear for you the torment of an overwhelming Day.",190,12,3,93,123,6236,Meccan,False,nan,30,"[۞,وإلى,مدين,أخاهم,شعيبا,,قال,يقوم,ٱعبدوا,ٱلله,ما,لكم,من,إله,غيرهۥ,,ولا,تنقصوا,ٱلمكيال,وٱلميزان,,إنى,أرىكم,بخير,وإنى,أخاف,عليكم,عذاب,يوم,محيط]"
11,Hud,هود,Hud,85,1558,ويقوم أوفوا ٱلمكيال وٱلميزان بٱلقسط  ولا تبخسوا ٱلناس أشياءهم ولا تعثوا فى ٱلأرض مفسدين,"O  my people! Give full measure and weigh with justice. Do not defraud people of their property, nor go about spreading corruption in the land.",190,12,3,93,123,6236,Meccan,False,nan,15,"[ويقوم,أوفوا,ٱلمكيال,وٱلميزان,بٱلقسط,,ولا,تبخسوا,ٱلناس,أشياءهم,ولا,تعثوا,فى,ٱلأرض,مفسدين]"
11,Hud,هود,Hud,86,1559,بقيت ٱلله خير لكم إن كنتم مؤمنين  وما أنا عليكم بحفيظ,What is left ˹as a lawful gain˺ by Allah is far better for you if you are ˹truly˺ believers. And I am not a keeper over you.”,190,12,3,93,123,6236,Meccan,False,nan,12,"[بقيت,ٱلله,خير,لكم,إن,كنتم,مؤمنين,,وما,أنا,عليكم,بحفيظ]"
11,Hud,هود,Hud,87,1560,قالوا يشعيب أصلوتك تأمرك أن نترك ما يعبد ءاباؤنا أو أن نفعل فى أمولنا ما نشؤا  إنك لأنت ٱلحليم ٱلرشيد,"They asked ˹sarcastically˺, “O Shu’aib! Does your prayer command you that we should abandon what our forefathers worshipped or give up managing our wealth as we please? Indeed, you are such a tolerant, sensible man!”",190,12,3,93,123,6236,Meccan,False,nan,21,"[قالوا,يشعيب,أصلوتك,تأمرك,أن,نترك,ما,يعبد,ءاباؤنا,أو,أن,نفعل,فى,أمولنا,ما,نشؤا,,إنك,لأنت,ٱلحليم,ٱلرشيد]"
11,Hud,هود,Hud,88,1561,قال يقوم أرءيتم إن كنت على بينة من ربى ورزقنى منه رزقا حسنا  وما أريد أن أخالفكم إلى ما أنهىكم عنه  إن أريد إلا ٱلإصلح ما ٱستطعت  وما توفيقى إلا بٱلله  عليه توكلت وإليه أنيب,"He said, “O my people! Consider if I stand on a clear proof from my Lord and He has blessed me with a good provision from Him. I do not want to do what I am forbidding you from. I only intend reform to the best of my ability. My success comes only through Allah. In Him I trust and to Him I turn.",190,12,3,93,123,6236,Meccan,False,nan,39,"[قال,يقوم,أرءيتم,إن,كنت,على,بينة,من,ربى,ورزقنى,منه,رزقا,حسنا,,وما,أريد,أن,أخالفكم,إلى,ما,أنهىكم,عنه,,إن,أريد,إلا,ٱلإصلح,ما,ٱستطعت,,وما,توفيقى,إلا,بٱلله,,عليه,توكلت,وإليه,أنيب]"
11,Hud,هود,Hud,89,1562,ويقوم لا يجرمنكم شقاقى أن يصيبكم مثل ما أصاب قوم نوح أو قوم هود أو قوم صلح  وما قوم لوط منكم ببعيد,"O  my people! Do not let your opposition to me lead you to a fate similar to that of the people of Noah, or Hûd, or salih. And the people of Lot are not far from you.",190,12,3,93,123,6236,Meccan,False,nan,23,"[ويقوم,لا,يجرمنكم,شقاقى,أن,يصيبكم,مثل,ما,أصاب,قوم,نوح,أو,قوم,هود,أو,قوم,صلح,,وما,قوم,لوط,منكم,ببعيد]"
11,Hud,هود,Hud,90,1563,وٱستغفروا ربكم ثم توبوا إليه  إن ربى رحيم ودود,"So seek your Lord’s forgiveness and turn to Him in repentance. Surely my Lord is Most Merciful, All-Loving.”",190,12,3,93,123,6236,Meccan,False,nan,10,"[وٱستغفروا,ربكم,ثم,توبوا,إليه,,إن,ربى,رحيم,ودود]"
11,Hud,هود,Hud,91,1564,قالوا يشعيب ما نفقه كثيرا مما تقول وإنا لنرىك فينا ضعيفا  ولولا رهطك لرجمنك  وما أنت علينا بعزيز,"They threatened, “O Shu’aib! We do not comprehend much of what you say, and surely we see you powerless among us. Were it not for your clan, we would have certainly stoned you, for you are nothing to us.”",190,12,3,93,123,6236,Meccan,False,nan,20,"[قالوا,يشعيب,ما,نفقه,كثيرا,مما,تقول,وإنا,لنرىك,فينا,ضعيفا,,ولولا,رهطك,لرجمنك,,وما,أنت,علينا,بعزيز]"
11,Hud,هود,Hud,92,1565,قال يقوم أرهطى أعز عليكم من ٱلله وٱتخذتموه وراءكم ظهريا  إن ربى بما تعملون محيط,"He said, “O my people! Do you have more regard for my clan than for Allah, turning your back on Him entirely? Surely my Lord is Fully Aware of what you do.",190,12,3,93,123,6236,Meccan,False,nan,16,"[قال,يقوم,أرهطى,أعز,عليكم,من,ٱلله,وٱتخذتموه,وراءكم,ظهريا,,إن,ربى,بما,تعملون,محيط]"
11,Hud,هود,Hud,93,1566,ويقوم ٱعملوا على مكانتكم إنى عمل  سوف تعلمون من يأتيه عذاب يخزيه ومن هو كذب  وٱرتقبوا إنى معكم رقيب,"O  my people! Persist in your ways, for I ˹too˺ will persist in mine. You will soon come to know who will be visited by a humiliating torment and is a liar! And watch! I too am watching with you!”",190,12,3,93,123,6236,Meccan,False,nan,21,"[ويقوم,ٱعملوا,على,مكانتكم,إنى,عمل,,سوف,تعلمون,من,يأتيه,عذاب,يخزيه,ومن,هو,كذب,,وٱرتقبوا,إنى,معكم,رقيب]"
11,Hud,هود,Hud,94,1567,ولما جاء أمرنا نجينا شعيبا وٱلذين ءامنوا معهۥ برحمة منا وأخذت ٱلذين ظلموا ٱلصيحة فأصبحوا فى ديرهم جثمين,"When Our command came, We saved Shu’aib and those who believed with him by a mercy from Us. And the ˹mighty˺ blast overtook the wrongdoers, so they fell lifeless in their homes,",190,12,3,93,123,6236,Meccan,False,nan,18,"[ولما,جاء,أمرنا,نجينا,شعيبا,وٱلذين,ءامنوا,معهۥ,برحمة,منا,وأخذت,ٱلذين,ظلموا,ٱلصيحة,فأصبحوا,فى,ديرهم,جثمين]"
11,Hud,هود,Hud,95,1568,كأن لم يغنوا فيها  ألا بعدا لمدين كما بعدت ثمود,as if they had never lived there. So away with Midian as it was with Thamûd!,190,12,3,93,123,6236,Meccan,False,nan,11,"[كأن,لم,يغنوا,فيها,,ألا,بعدا,لمدين,كما,بعدت,ثمود]"
11,Hud,هود,Hud,96,1569,ولقد أرسلنا موسى بـايتنا وسلطن مبين,"Indeed, We sent Moses with Our signs and compelling proof",191,12,3,93,123,6236,Meccan,False,nan,6,"[ولقد,أرسلنا,موسى,بـايتنا,وسلطن,مبين]"
11,Hud,هود,Hud,97,1570,إلى فرعون وملإيهۦ فٱتبعوا أمر فرعون  وما أمر فرعون برشيد,"to Pharaoh and his chiefs, but they followed the command of Pharaoh, and Pharaoh’s command was not well guided.",191,12,3,93,123,6236,Meccan,False,nan,11,"[إلى,فرعون,وملإيهۦ,فٱتبعوا,أمر,فرعون,,وما,أمر,فرعون,برشيد]"
11,Hud,هود,Hud,98,1571,يقدم قومهۥ يوم ٱلقيمة فأوردهم ٱلنار  وبئس ٱلورد ٱلمورود,He will be before his people on the Day of Judgment and will lead them into the Fire. What an evil place to be led into!,191,12,3,93,123,6236,Meccan,False,nan,10,"[يقدم,قومهۥ,يوم,ٱلقيمة,فأوردهم,ٱلنار,,وبئس,ٱلورد,ٱلمورود]"
11,Hud,هود,Hud,99,1572,وأتبعوا فى هذهۦ لعنة ويوم ٱلقيمة  بئس ٱلرفد ٱلمرفود,They were followed by a curse in this ˹life˺ and ˹will receive another˺ on the Day of Judgment. What an evil gift to receive!,191,12,3,93,123,6236,Meccan,False,nan,10,"[وأتبعوا,فى,هذهۦ,لعنة,ويوم,ٱلقيمة,,بئس,ٱلرفد,ٱلمرفود]"
11,Hud,هود,Hud,100,1573,ذلك من أنباء ٱلقرى نقصهۥ عليك  منها قائم وحصيد,"These are accounts, We relate to you ˹O Prophet˺, of the ˹destroyed˺ cities. Some are still standing ˹barren˺, while others have been mowed down.",191,12,3,93,123,6236,Meccan,False,nan,10,"[ذلك,من,أنباء,ٱلقرى,نقصهۥ,عليك,,منها,قائم,وحصيد]"
11,Hud,هود,Hud,101,1574,وما ظلمنهم ولكن ظلموا أنفسهم  فما أغنت عنهم ءالهتهم ٱلتى يدعون من دون ٱلله من شىء لما جاء أمر ربك  وما زادوهم غير تتبيب,"We did not wrong them, rather they wronged themselves. The gods they invoked beside Allah were of no help at all when the command of your Lord came, and only contributed to their ruin.",191,12,3,93,123,6236,Meccan,False,nan,26,"[وما,ظلمنهم,ولكن,ظلموا,أنفسهم,,فما,أغنت,عنهم,ءالهتهم,ٱلتى,يدعون,من,دون,ٱلله,من,شىء,لما,جاء,أمر,ربك,,وما,زادوهم,غير,تتبيب]"
11,Hud,هود,Hud,102,1575,وكذلك أخذ ربك إذا أخذ ٱلقرى وهى ظلمة  إن أخذهۥ أليم شديد,"Such is the ˹crushing˺ grip of your Lord when He seizes the societies entrenched in wrongdoing. Indeed, His grip is ˹terribly˺ painful and severe.",191,12,3,93,123,6236,Meccan,False,nan,13,"[وكذلك,أخذ,ربك,إذا,أخذ,ٱلقرى,وهى,ظلمة,,إن,أخذهۥ,أليم,شديد]"
11,Hud,هود,Hud,103,1576,إن فى ذلك لءاية لمن خاف عذاب ٱلءاخرة  ذلك يوم مجموع له ٱلناس وذلك يوم مشهود,Surely in this is a sign for those who fear the torment of the Hereafter. That is a Day for which humanity will be gathered and a Day ˹that will be˺ witnessed ˹by all˺.,191,12,3,93,123,6236,Meccan,False,nan,17,"[إن,فى,ذلك,لءاية,لمن,خاف,عذاب,ٱلءاخرة,,ذلك,يوم,مجموع,له,ٱلناس,وذلك,يوم,مشهود]"
11,Hud,هود,Hud,104,1577,وما نؤخرهۥ إلا لأجل معدود,We only delay it for a fixed term.,191,12,3,93,123,6236,Meccan,False,nan,5,"[وما,نؤخرهۥ,إلا,لأجل,معدود]"
11,Hud,هود,Hud,105,1578,يوم يأت لا تكلم نفس إلا بإذنهۦ  فمنهم شقى وسعيد,"When that Day arrives, no one will dare speak except with His permission. Some of them will be miserable, others joyful.",191,12,3,93,123,6236,Meccan,False,nan,11,"[يوم,يأت,لا,تكلم,نفس,إلا,بإذنهۦ,,فمنهم,شقى,وسعيد]"
11,Hud,هود,Hud,106,1579,فأما ٱلذين شقوا ففى ٱلنار لهم فيها زفير وشهيق,"As for those bound for misery, they will be in the Fire, where they will be sighing and gasping,",191,12,3,93,123,6236,Meccan,False,nan,9,"[فأما,ٱلذين,شقوا,ففى,ٱلنار,لهم,فيها,زفير,وشهيق]"
11,Hud,هود,Hud,107,1580,خلدين فيها ما دامت ٱلسموت وٱلأرض إلا ما شاء ربك  إن ربك فعال لما يريد,"staying there forever, as long as the heavens and the earth will endure, except what your Lord wills. Surely your Lord does what He intends.",191,12,3,93,123,6236,Meccan,False,nan,16,"[خلدين,فيها,ما,دامت,ٱلسموت,وٱلأرض,إلا,ما,شاء,ربك,,إن,ربك,فعال,لما,يريد]"
11,Hud,هود,Hud,108,1581,۞ وأما ٱلذين سعدوا ففى ٱلجنة خلدين فيها ما دامت ٱلسموت وٱلأرض إلا ما شاء ربك  عطاء غير مجذوذ,"And as for those destined to joy, they will be in Paradise, staying there forever, as long as the heavens and the earth will endure, except what your Lord wills—a ˹generous˺ giving, without end.",191,12,3,94,123,6236,Meccan,False,nan,20,"[۞,وأما,ٱلذين,سعدوا,ففى,ٱلجنة,خلدين,فيها,ما,دامت,ٱلسموت,وٱلأرض,إلا,ما,شاء,ربك,,عطاء,غير,مجذوذ]"
11,Hud,هود,Hud,109,1582,فلا تك فى مرية مما يعبد هؤلاء  ما يعبدون إلا كما يعبد ءاباؤهم من قبل  وإنا لموفوهم نصيبهم غير منقوص,"So do not be in doubt ˹O Prophet˺ about what those ˹pagans˺ worship. They worship nothing except what their forefathers worshipped before ˹them˺. And We will certainly give them their share ˹of punishment˺ in full, without any reduction.",191,12,3,94,123,6236,Meccan,False,nan,22,"[فلا,تك,فى,مرية,مما,يعبد,هؤلاء,,ما,يعبدون,إلا,كما,يعبد,ءاباؤهم,من,قبل,,وإنا,لموفوهم,نصيبهم,غير,منقوص]"
11,Hud,هود,Hud,110,1583,ولقد ءاتينا موسى ٱلكتب فٱختلف فيه  ولولا كلمة سبقت من ربك لقضى بينهم  وإنهم لفى شك منه مريب,"Indeed, We had given Moses the Scripture, but differences arose regarding it. Had it not been for a prior decree from your Lord, their differences would have been settled ˹at once˺. They are truly in alarming doubt about it.",192,12,3,94,123,6236,Meccan,False,nan,20,"[ولقد,ءاتينا,موسى,ٱلكتب,فٱختلف,فيه,,ولولا,كلمة,سبقت,من,ربك,لقضى,بينهم,,وإنهم,لفى,شك,منه,مريب]"
11,Hud,هود,Hud,111,1584,وإن كلا لما ليوفينهم ربك أعملهم  إنهۥ بما يعملون خبير,And surely your Lord will fully pay all for their deeds. He is certainly All-Aware of what they do.,192,12,3,94,123,6236,Meccan,False,nan,11,"[وإن,كلا,لما,ليوفينهم,ربك,أعملهم,,إنهۥ,بما,يعملون,خبير]"
11,Hud,هود,Hud,112,1585,فٱستقم كما أمرت ومن تاب معك ولا تطغوا  إنهۥ بما تعملون بصير,"So be steadfast as you are commanded ˹O Prophet˺, along with those who turn ˹in submission to Allah˺ with you. And do not transgress. Surely He is All-Seeing of what you ˹believers˺ do.",192,12,3,94,123,6236,Meccan,False,nan,13,"[فٱستقم,كما,أمرت,ومن,تاب,معك,ولا,تطغوا,,إنهۥ,بما,تعملون,بصير]"
11,Hud,هود,Hud,113,1586,ولا تركنوا إلى ٱلذين ظلموا فتمسكم ٱلنار وما لكم من دون ٱلله من أولياء ثم لا تنصرون,"And do not be inclined to the wrongdoers or you will be touched by the Fire. For then you would have no protectors other than Allah, nor would you be helped.",192,12,3,94,123,6236,Meccan,False,nan,17,"[ولا,تركنوا,إلى,ٱلذين,ظلموا,فتمسكم,ٱلنار,وما,لكم,من,دون,ٱلله,من,أولياء,ثم,لا,تنصرون]"
